#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-04-26T17:58:50 [V7.5.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-04-26T17:58:50	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J/A%2BA/633/A51/handbook&-out.all&-out.max=500	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.5.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_36330051
#Name: J/A+A/633/A51
#Title: Distances to molecular clouds in SFR (Zucker+, 2020)
#INFO	ivoid=ivo://cds.vizier/j/a+a/633/a51	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/a+a/633/a51	    IVOID of underlying data collection
#INFO	creator=Zucker C.	    First author or institution
#INFO	cites=bibcode:2020A&A...633A..51Z	    Article or Data origin sources
#INFO	journal=A&A	    Journal name
#INFO	original_date=2020	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/A+A/633/A51	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.36330051	    Dataset identifier that can be used for citation
#INFO	publication_date=2022-01-14	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Coosys	G:	galactic
#Table	J_A_A_633_A51_handbook:
#Name: J/A+A/633/A51/handbook
#Title: Star Formation Handbook Cloud Distances (table A1)
#Column	recno	(I8)	Record number assigned by the VizieR team. Should Not be used for identification.	[ucd=meta.record]
#Column	Name	(a17)	Cloud/star-forming region associated with sightline	[ucd=meta.id;meta.main]
#Column	GLON	(F5.1)	Galactic longitude of center of sightline	[ucd=pos.galactic.lon]
#Column	GLAT	(F5.1)	Galactic latitude of center of sightline	[ucd=pos.galactic.lat]
#Column	n16	(F7.4)	16th percentile of the samples for the normalization factor parameter N	[ucd=stat.error]
#Column	n50	(F7.4)	50th percentile of the samples for the normalization factor parameter N	[ucd=stat.fit.param]
#Column	n84	(F7.4)	84th percentile of the samples for the normalization factor parameter N	[ucd=stat.error]
#Column	f16	(F7.4)	16th percentile of the samples for the foreground extinction parameter f	[ucd=stat.error]
#Column	f50	(F7.4)	50th percentile of the samples for the foreground extinction parameter f	[ucd=obs.atmos.extinction]
#Column	f84	(F7.4)	84th percentile of the samples for the foreground extinction parameter f	[ucd=stat.error]
#Column	m16	(F7.4)	16th percentile of the samples for the cloud distance modulus mu_c	[ucd=stat.error]
#Column	m50	(F7.4)	50th percentile of the samples for the cloud distance modulus mu_c	[ucd=phot.mag.distMod]
#Column	m84	(F7.4)	84th percentile of the samples for the cloud distance modulus mu_c	[ucd=stat.error]
#Column	d16	(I4)	16th percentile of the samples for the cloud distance D_c	[ucd=stat.error]
#Column	d50	(I4)	50th percentile of the samples for the cloud distance D_c	[ucd=pos.distance]
#Column	d84	(I4)	84th percentile of the samples for the cloud distance D_c	[ucd=stat.error]
#Column	p16	(F7.4)	16th percentile of the samples for the fraction of outlier stars Pb	[ucd=stat.error]
#Column	p50	(F7.4)	50th percentile of the samples for the fraction of outlier stars Pb	[ucd=stat]
#Column	p84	(F7.4)	84th percentile of the samples for the fraction of outlier stars Pb	[ucd=stat.error]
#Column	sfore16	(F7.4)	16th percentile of the samples for the foreground smoothing parameter sfore	[ucd=stat.error]
#Column	sfore50	(F7.4)	50th percentile of the samples for the foreground smoothing parameter sfore	[ucd=stat.fit.param]
#Column	sfore84	(F7.4)	84th percentile of the samples for the foreground smoothing parameter sfore	[ucd=stat.error]
#Column	sback16	(F7.4)	16th percentile of the samples for the background smoothing parameter sback	[ucd=stat.error]
#Column	sback50	(F7.4)	50th percentile of the samples for the background smoothing parameter sback	[ucd=stat.fit.param]
#Column	sback84	(F7.4)	84th percentile of the samples for the background smoothing parameter sback	[ucd=stat.error]
#Column	new	(I1)	[0/1]? Whether the sightline is novel to this work (1), or taken from Zucker et al. 2019ApJ...879..125Z (0) (1)	[ucd=meta.code]
#Column	SimbadName	(a35)	Simbad column added by the CDS	[ucd=meta.id]
#Column	_RA.icrs	(F8.4)	Right ascension (ICRS) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.ra]
#Column	_DE.icrs	(F8.4)	Declination (ICRS) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.dec]
recno	Name	GLON	GLAT	n16	n50	n84	f16	f50	f84	m16	m50	m84	d16	d50	d84	p16	p50	p84	sfore16	sfore50	sfore84	sback16	sback50	sback84	new	SimbadName	_RA.icrs	_DE.icrs
     275	Rosette          	205.2	-02.6	 0.4958	 0.4978	 0.4997	 0.2408	 0.2425	 0.2441	10.7415	10.7516	10.7602	1407	1413	1419	 0.0210	 0.0247	 0.0291	 0.0678	 0.0711	 0.0745	 0.0762	 0.0779	 0.0795	0	NAME Rosette Molecular Cloud       	096.9960	+05.6775
     276	Rosette          	206.8	-01.2	 0.5387	 0.5415	 0.5442	 0.2645	 0.2667	 0.2688	10.6377	10.6624	10.6727	1341	1356	1363	 0.0295	 0.0350	 0.0409	 0.0676	 0.0717	 0.0759	 0.1050	 0.1073	 0.1095	0	NAME Rosette Molecular Cloud       	098.9843	+04.9046
     277	Rosette          	207.8	-02.1	 0.4518	 0.4548	 0.4579	 0.3915	 0.3962	 0.4009	10.4824	10.5044	10.5380	1248	1261	1281	 0.1510	 0.1706	 0.1926	 0.0492	 0.0529	 0.0569	 0.0932	 0.0977	 0.1031	0	NAME Rosette Molecular Cloud       	098.6434	+03.6032
     278	S106             	076.0	-00.7	 0.3014	 0.3046	 0.3079	 0.9592	 0.9697	 0.9806	10.1510	10.1906	10.2340	1072	1091	1113	 0.2135	 0.2383	 0.2628	 0.0961	 0.1003	 0.1056	 0.1873	 0.1907	 0.1945	1	SH 2-106                           	306.6623	+37.0224
     279	Serpens          	029.6	+03.9	 0.6864	 0.6892	 0.6918	 0.7345	 0.7903	 0.8503	 8.4634	 8.5009	 8.5465	 492	 501	 512	 0.0355	 0.0445	 0.0548	 0.0498	 0.0563	 0.0645	 0.0922	 0.0952	 0.0982	1	Serpens                            	277.8689	-01.1800
     280	Serpens          	029.2	+04.1	 0.5814	 0.5856	 0.5900	 0.9488	 0.9984	 1.0460	 8.6340	 8.7287	 8.7953	 533	 556	 574	 0.0496	 0.0649	 0.0824	 0.0429	 0.0502	 0.0574	 0.1128	 0.1191	 0.1260	1	Serpens                            	277.5080	-01.4427
     281	Serpens          	028.5	+03.0	 0.5287	 0.5364	 0.5445	 1.3827	 1.5135	 1.7760	 8.3914	 8.4489	 8.5312	 476	 489	 508	 0.0353	 0.0479	 0.0643	 0.0873	 0.1024	 0.1183	 0.1342	 0.1441	 0.1561	1	Serpens                            	278.1647	-02.5686
     282	Serpens          	028.1	+03.6	 0.5153	 0.5232	 0.5311	 1.7006	 1.7430	 1.7723	 8.0957	 8.2140	 8.2780	 416	 439	 452	 0.0330	 0.0438	 0.0595	 0.1098	 0.1272	 0.1468	 0.1546	 0.1665	 0.1798	1	Serpens                            	277.4475	-02.6473
     283	Serpens_Low      	031.8	+02.6	 0.6009	 0.6047	 0.6087	 0.4693	 0.6145	 0.7330	 8.4031	 8.4693	 8.5446	 479	 494	 511	 0.0618	 0.0816	 0.1067	 0.0484	 0.0722	 0.0857	 0.1445	 0.1492	 0.1546	1	                                   	280.0296	+00.1789
     284	Serpens_Low      	030.1	+02.7	 0.4518	 0.4555	 0.4596	 0.5589	 0.6086	 0.6604	 8.2586	 8.3456	 8.3907	 448	 466	 476	 0.0720	 0.0923	 0.1184	 0.0319	 0.0382	 0.0467	 0.1521	 0.1582	 0.1646	1	                                   	279.1646	-01.2860
     285	Serpens_Low      	031.9	+03.0	 0.4428	 0.4548	 0.4666	 0.5611	 0.6181	 0.6777	 8.3836	 8.4394	 8.5183	 475	 487	 505	 0.0486	 0.0651	 0.0858	 0.0493	 0.0565	 0.0635	 0.1512	 0.1676	 0.1862	1	                                   	279.7192	+00.4502
     286	Serpens_Low      	032.9	+02.7	 0.6178	 0.6214	 0.6247	 0.7039	 0.7702	 0.8402	 8.5498	 8.6055	 8.6644	 512	 526	 540	 0.0643	 0.0812	 0.1001	 0.0707	 0.0788	 0.0883	 0.1266	 0.1311	 0.1362	1	                                   	280.4416	+01.2024
     287	Serpens_Main     	030.3	+05.2	 0.7094	 0.7123	 0.7150	 1.0551	 1.1397	 1.1448	 8.4029	 8.4530	 8.5145	 479	 490	 504	 0.0532	 0.0637	 0.0752	 0.0760	 0.0859	 0.0968	 0.0853	 0.0878	 0.0905	1	NAME Serpens Main Cloud            	277.0331	+00.0359
     288	Serpens_Main     	031.2	+05.2	 0.6485	 0.6538	 0.6585	 0.8033	 0.8606	 0.9214	 8.0600	 8.1430	 8.2066	 409	 425	 437	 0.0971	 0.1239	 0.1559	 0.0440	 0.0550	 0.0673	 0.1010	 0.1068	 0.1139	1	NAME Serpens Main Cloud            	277.4429	+00.8331
     289	Serpens_OB2      	018.8	+01.2	 0.5231	 0.5267	 0.5303	 0.9382	 0.9447	 0.9513	10.9398	10.9791	11.0970	1541	1569	1657	 0.0423	 0.0531	 0.0667	 0.0992	 0.1083	 0.1197	 0.1502	 0.1536	 0.1571	1	                                   	275.2256	-11.9875
     290	Serpens_OB2      	018.0	+01.6	 0.5950	 0.5982	 0.6012	 1.1599	 1.1661	 1.1720	10.9605	10.9892	11.0148	1556	1577	1595	 0.1133	 0.1331	 0.1517	 0.0888	 0.0955	 0.1032	 0.1231	 0.1263	 0.1299	1	                                   	274.4785	-12.5037
     291	Serpens_OB2      	018.4	+01.3	 0.5671	 0.5704	 0.5738	 0.9970	 1.0029	 1.0089	11.0158	11.0358	11.0667	1596	1611	1634	 0.0573	 0.0712	 0.0861	 0.0769	 0.0831	 0.0907	 0.1378	 0.1410	 0.1448	1	                                   	274.9427	-12.2931
     292	Serpens_W40      	028.8	+03.5	 0.4000	 0.4204	 0.4369	 1.1220	 1.2175	 1.3059	 8.3370	 8.4419	 8.5551	 464	 487	 514	 0.0374	 0.0496	 0.0658	 0.0777	 0.0884	 0.1005	 0.0798	 0.1053	 0.1344	1	W 40                               	277.8579	-02.0728
     293	Sh2-231          	173.0	+02.4	 0.4191	 0.4230	 0.4265	 0.8388	 0.8555	 0.8720	11.0054	11.0435	11.0581	1588	1616	1627	 0.0569	 0.0673	 0.0786	 0.0500	 0.0522	 0.0544	 0.1149	 0.1196	 0.1250	1	Sh2-231                            	084.4392	+36.1468
     294	Sh2-232          	173.5	+02.9	 0.5158	 0.5203	 0.5245	 1.0015	 1.0171	 1.0333	11.1464	11.1690	11.1924	1695	1713	1731	 0.2317	 0.2527	 0.2714	 0.0445	 0.0470	 0.0500	 0.0519	 0.0571	 0.0647	1	Sh2-232                            	085.2915	+35.9891
     295	Spider           	134.8	+40.5	 0.9311	 0.9598	 0.9907	 0.0746	 0.0789	 0.0824	 7.7050	 7.8385	 7.9492	 347	 369	 388	 0.0168	 0.0209	 0.0257	 0.0214	 0.0264	 0.0321	 0.0361	 0.0393	 0.0426	0	NAME Spider Cirrus                 	159.6265	+73.4203
     296	Taurus           	173.5	-14.2	 0.5427	 0.5492	 0.5555	 0.2321	 0.2520	 0.2572	 5.6110	 5.8503	 5.9910	 132	 147	 157	 0.0441	 0.0556	 0.0706	 0.0311	 0.0408	 0.0679	 0.0560	 0.0614	 0.0677	0	Taurus                             	069.1743	+25.8590
     297	Taurus           	171.6	-15.8	 0.5511	 0.5583	 0.5660	 0.1165	 0.1533	 0.1572	 5.4493	 5.5852	 5.7270	 122	 130	 139	 0.0397	 0.0491	 0.0605	 0.0288	 0.0368	 0.0474	 0.0485	 0.0519	 0.0555	0	Taurus                             	066.4905	+26.1935
     298	Taurus           	175.8	-12.9	 0.5348	 0.5438	 0.5528	 0.2010	 0.2085	 0.2145	 5.9401	 5.9727	 6.0162	 154	 156	 159	 0.0220	 0.0287	 0.0369	 0.0292	 0.0357	 0.0433	 0.0780	 0.0829	 0.0882	0	Taurus                             	071.8566	+24.9537
     299	Taurus           	172.2	-14.6	 0.5429	 0.5493	 0.5557	 0.2232	 0.2279	 0.2322	 5.6615	 5.6976	 5.7597	 135	 137	 141	 0.0316	 0.0402	 0.0506	 0.0291	 0.0349	 0.0431	 0.0504	 0.0550	 0.0598	0	Taurus                             	067.9221	+26.5542
     300	Taurus           	170.2	-12.3	 0.6225	 0.6291	 0.6354	 0.1605	 0.1635	 0.1659	 6.0938	 6.1611	 6.2768	 165	 170	 180	 0.0202	 0.0264	 0.0347	 0.0638	 0.0920	 0.1304	 0.0349	 0.0377	 0.0407	0	Taurus                             	068.4320	+29.5325
     301	Taurus           	174.5	-15.6	 0.5540	 0.5596	 0.5653	 0.4304	 0.4355	 0.4403	 5.9701	 6.0121	 6.0559	 156	 159	 162	 0.0376	 0.0462	 0.0565	 0.0509	 0.0597	 0.0703	 0.0528	 0.0561	 0.0594	1	Taurus                             	068.6815	+24.2175
     302	Taurus           	171.7	-17.2	 0.6232	 0.6287	 0.6343	 0.2953	 0.2983	 0.3011	 5.8459	 5.8676	 5.8836	 147	 149	 150	 0.0508	 0.0613	 0.0729	 0.0401	 0.0498	 0.0628	 0.0330	 0.0351	 0.0372	1	Taurus                             	065.4087	+25.1840
     303	Taurus           	166.2	-16.6	 0.6028	 0.6088	 0.6145	 0.1200	 0.1224	 0.1243	 5.6795	 5.7003	 5.7208	 136	 138	 139	 0.0188	 0.0238	 0.0298	 0.0267	 0.0328	 0.0407	 0.0315	 0.0335	 0.0355	0	Taurus                             	061.7870	+29.3913
     304	Taurus           	171.4	-13.5	 0.5836	 0.5909	 0.5981	 0.1568	 0.1599	 0.1630	 5.8991	 5.9462	 6.0045	 151	 154	 158	 0.0256	 0.0323	 0.0403	 0.0331	 0.0439	 0.0586	 0.0445	 0.0477	 0.0506	0	Taurus                             	068.2809	+27.8620
     305	Taurus           	169.9	-19.2	 0.5621	 0.5682	 0.5743	 0.0909	 0.1630	 0.2773	 5.5375	 5.5675	 5.6076	 128	 129	 132	 0.0281	 0.0347	 0.0430	 0.0249	 0.0319	 0.0416	 0.0389	 0.0411	 0.0436	1	Taurus                             	062.5056	+25.0616
     306	Ursa_Major       	158.5	+35.2	 1.1077	 1.1332	 1.1594	 0.0832	 0.0878	 0.0909	 7.6488	 7.7376	 7.8019	 338	 352	 363	 0.0174	 0.0211	 0.0260	 0.0230	 0.0277	 0.0338	 0.0294	 0.0322	 0.0352	0	NAME UMa Region                    	126.6893	+58.6942
     307	Ursa_Major       	143.4	+38.5	 0.8433	 0.8634	 0.8855	 0.0993	 0.1042	 0.1080	 8.0343	 8.0577	 8.0994	 404	 408	 416	 0.0190	 0.0237	 0.0302	 0.0178	 0.0220	 0.0271	 0.0388	 0.0423	 0.0464	0	NAME UMa Region                    	141.6174	+69.4548
     308	Ursa_Major       	146.9	+40.7	 0.6764	 0.6997	 0.7236	 0.0700	 0.0771	 0.0813	 7.4628	 7.5946	 7.7124	 310	 330	 348	 0.0198	 0.0252	 0.0329	 0.0288	 0.0367	 0.0481	 0.0456	 0.0493	 0.0534	0	NAME UMa Region                    	143.5136	+66.0494
     309	Ursa_Major       	153.5	+36.7	 0.8331	 0.8538	 0.8747	 0.0770	 0.0945	 0.0983	 7.6280	 7.7349	 7.8525	 335	 352	 371	 0.0191	 0.0235	 0.0293	 0.0186	 0.0231	 0.0287	 0.0384	 0.0413	 0.0444	0	NAME UMa Region                    	130.8907	+62.4875
     310	Vela_C           	266.1	+01.4	 0.4336	 0.4371	 0.4406	 0.2880	 0.3068	 0.3261	 9.6685	 9.6889	 9.7413	 858	 866	 887	 0.0865	 0.1036	 0.1230	 0.0220	 0.0245	 0.0276	 0.1729	 0.1764	 0.1804	1	Vela_C                             	135.6856	-44.5066
     311	Vela_C           	265.3	+01.2	 0.3950	 0.3987	 0.4025	 0.2408	 0.2523	 0.2639	 9.8675	 9.8836	 9.9015	 940	 947	 955	 0.1392	 0.1607	 0.1831	 0.0183	 0.0196	 0.0211	 0.1546	 0.1604	 0.1664	1	Vela_C                             	134.7393	-44.0369
     312	Vela_C           	265.3	+01.8	 0.4954	 0.4977	 0.4999	 0.2843	 0.3021	 0.3207	 9.7017	 9.7178	 9.7326	 871	 878	 884	 0.0684	 0.0777	 0.0881	 0.0240	 0.0263	 0.0289	 0.1043	 0.1070	 0.1099	1	Vela_C                             	135.3661	-43.6424
     313	Vela_C           	264.7	+01.4	 0.4932	 0.4955	 0.4980	 0.2019	 0.2113	 0.2211	 9.8231	 9.8457	 9.8668	 921	 931	 940	 0.1273	 0.1401	 0.1541	 0.0161	 0.0173	 0.0185	 0.1179	 0.1210	 0.1243	1	Vela_C                             	134.4067	-43.4520
     314	Vela_C           	264.3	+02.5	 0.5092	 0.5114	 0.5137	 0.2863	 0.3011	 0.3170	 9.9125	 9.9243	 9.9572	 960	 965	 980	 0.0773	 0.0873	 0.0982	 0.0241	 0.0262	 0.0285	 0.0912	 0.0937	 0.0964	1	Vela_C                             	135.1847	-42.4295
     315	W3               	133.3	+01.1	 0.4892	 0.4927	 0.4961	 1.0971	 1.1050	 1.1128	11.3396	11.3638	11.3763	1853	1873	1884	 0.1254	 0.1424	 0.1601	 0.1068	 0.1104	 0.1147	 0.0894	 0.0929	 0.0969	1	W3                                 	035.5020	+62.1347
     316	W3               	133.7	+01.3	 0.5686	 0.5729	 0.5773	 1.4732	 1.4847	 1.4963	11.6688	11.6964	11.7159	2156	2184	2203	 0.2362	 0.2548	 0.2734	 0.0504	 0.0530	 0.0563	 0.0663	 0.0715	 0.0772	1	W3                                 	036.4540	+62.1823
     317	W3               	133.3	+00.5	 0.4611	 0.4668	 0.4728	 1.1038	 1.1180	 1.1324	11.0586	11.0998	11.1314	1628	1659	1683	 0.2029	 0.2347	 0.2657	 0.1352	 0.1409	 0.1472	 0.1228	 0.1287	 0.1357	1	W3                                 	035.0701	+61.5703
     318	W4               	135.6	+01.3	 0.5398	 0.5446	 0.5487	 0.6204	 0.6261	 0.6309	11.2040	11.3072	11.3436	1740	1825	1856	 0.0208	 0.0260	 0.0324	 0.1429	 0.1491	 0.1553	 0.0812	 0.0838	 0.0867	1	W4                                 	040.1707	+61.4553
     319	W4               	135.3	+01.0	 0.4919	 0.4956	 0.4994	 0.7379	 0.7436	 0.7494	11.0721	11.0839	11.1098	1638	1647	1667	 0.0384	 0.0477	 0.0578	 0.1267	 0.1317	 0.1373	 0.1126	 0.1158	 0.1191	1	W4                                 	039.3454	+61.3015
     320	W4               	135.6	+00.2	 0.4894	 0.4930	 0.4962	 0.8151	 0.8212	 0.8266	10.7162	10.8090	10.8282	1390	1451	1464	 0.0191	 0.0231	 0.0288	 0.1552	 0.1628	 0.1703	 0.1266	 0.1290	 0.1314	1	W4                                 	039.2598	+60.4481
     321	W4               	135.6	+01.2	 0.5495	 0.5532	 0.5565	 0.6906	 0.6952	 0.6995	11.1878	11.2222	11.2702	1728	1755	1794	 0.0199	 0.0246	 0.0301	 0.1350	 0.1411	 0.1470	 0.0817	 0.0840	 0.0864	1	W4                                 	040.0855	+61.3640
     322	W5               	136.5	+01.2	 0.4421	 0.4472	 0.4524	 1.2451	 1.2600	 1.2749	11.4943	11.5338	11.5593	1990	2026	2050	 0.1296	 0.1458	 0.1627	 0.0594	 0.0621	 0.0648	 0.1281	 0.1341	 0.1410	1	W5                                 	041.7802	+60.9870
     323	W5               	137.0	+01.4	 0.4549	 0.4588	 0.4626	 1.1528	 1.1629	 1.1729	11.5683	11.5875	11.6043	2059	2077	2093	 0.1260	 0.1424	 0.1581	 0.0589	 0.0617	 0.0644	 0.1080	 0.1129	 0.1186	1	W5                                 	042.8867	+60.9479
     324	W5               	137.8	+01.5	 0.4626	 0.4656	 0.4687	 0.7314	 0.7363	 0.7412	11.4334	11.4644	11.5003	1934	1962	1995	 0.1276	 0.1428	 0.1586	 0.1374	 0.1431	 0.1495	 0.0779	 0.0805	 0.0835	1	W5                                 	044.4396	+60.6722
     325	W5               	138.0	+00.9	 0.4501	 0.4533	 0.4567	 0.6536	 0.6584	 0.6634	11.1832	11.2018	11.2139	1724	1739	1748	 0.0184	 0.0227	 0.0278	 0.1220	 0.1271	 0.1325	 0.0949	 0.0974	 0.0998	1	W5                                 	044.2337	+60.0480
     326	W5               	136.9	+01.0	 0.4714	 0.4758	 0.4804	 1.0540	 1.0640	 1.0745	11.5990	11.6151	11.6285	2088	2103	2116	 0.1357	 0.1509	 0.1651	 0.0700	 0.0726	 0.0753	 0.1087	 0.1135	 0.1184	1	W5                                 	042.3407	+60.6332

